cluster,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,int_flux_Jy,int_flux_err_Jy,amp_snr,x_snr,y_snr,sigma_snr,snr,masked,noise_ps,hits_ps,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type,Component_name,Component_id,Isl_id,RA,DEC,E_RA,E_DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,Maj,E_Maj,Min,E_Min,PA,E_PA,Isl_Total_flux,E_Isl_Total_flux,Isl_rms,Isl_mean,Resid_Isl_rms,Resid_Isl_mean,RA_max,DEC_max,E_RA_max,E_DEC_max,S_Code,Xposn,E_Xposn,Yposn,E_Yposn,Xposn_max,E_Xposn_max,Yposn_max,E_Yposn_max,Maj_img_plane,E_Maj_img_plane,Min_img_plane,E_Min_img_plane,PA_img_plane,E_PA_img_plane,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,DC_PA,E_DC_PA,DC_Maj_img_plane,E_DC_Maj_img_plane,DC_Min_img_plane,E_DC_Min_img_plane,DC_PA_img_plane,E_DC_PA_img_plane,Tile,Subtile,QL_image_RA,QL_image_DEC,NVSS_distance,FIRST_distance,Peak_to_ring,Duplicate_flag,Quality_flag,Source_name,Source_type,QL_cutout,NN_dist,BMAJ,BMIN,BPA,GroupID,GroupSize,Separation
ACT-CLJ0200.3+0019,258.0,170.0,3.2,2.0,4.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,4.957603636474146,257.8288587937347,170.46208767046923,2.706797861177926,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.2,2.0,5.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,4.982346149049272,257.850788936608,170.46941689847355,2.7025436757453414,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.2,2.0,6.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,-3.6227459076393247,258.0226055198311,169.8613074048153,0.02092132701657501,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.2,2.0,7.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,-3.622762207073232,258.02260110493177,169.8613085881961,0.020944372467151667,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.0,3.0,4.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,-3.6227365728936896,258.02260140952706,169.86130669844687,0.020905726244694917,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.0,3.0,5.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,-3.6227391564239353,258.02260137790324,169.8613068757982,0.02091004366768326,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.0,3.0,6.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,-3.622748705553922,258.0226012722049,169.86130761315934,0.020921838454121044,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.0,3.0,7.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,-3.6227635789327124,258.02260108937304,169.86130870184599,0.020946672034136055,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,4.0,4.0,5.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,-3.6227590490906483,258.02259693053236,169.86130836598502,0.020939118373709154,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,4.0,4.0,6.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.002890847647197346,0.01763395634121844,-3.622746403991328,258.0226012887799,169.86130743377058,0.02092215281720411,4.366976737976074,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
